X,Y,MARKID,MARKTYPE1,MARKTYPE2,MARKNAME1,MARKNAME2,MDATE,ADDRESS,TEL
121.448643092429,24.9854010280417,F0000003168,"9960103",,臺北捷運海山站-出入口1,北捷海山站-出入口1,"201904",新北市土城區海山路、樂利國小旁,
121.44882618864,24.9856992017456,F0000003237,"9960103",,臺北捷運海山站_BL04,北捷海山站_BL04,"201904",新北市土城區海山路39號B2,02-218-12345
121.449211758721,24.9862054966298,F0000003169,"9960103",,臺北捷運海山站-出入口3,北捷海山站-出入口3,"201904",新北市土城區裕民路92巷22弄3號,
121.50995467842,24.9896673948138,F0000003170,"9960103",,臺北捷運南勢角站-出入口4,北捷南勢角站-出入口4,"201904",新北市中和區捷運路6號、近興南路一段,
121.50901907722,24.9899923799876,F0000003257,"9960103",,臺北捷運南勢角站_O01,北捷南勢角站_O01,"202201",新北市中和區捷運路6號,02-218-12345
121.508908863881,24.990146073239,F0000003171,"9960103",,臺北捷運南勢角站-出入口3,北捷南勢角站-出入口3,"202201",新北市中和區捷運路16號,
121.508597685642,24.990279354607,F0000003172,"9960103",,臺北捷運南勢角站-出入口2,北捷南勢角站-出入口2,"202201",新北市中和區捷運路22號,
121.52500282529,24.9903297506689,F0000016624,"9960103",,新北捷運秀朗橋站_Y09,新北捷秀朗橋站_Y09,"202405",新北市中和區景平路2號,02-218-12345
121.525298427679,24.9905424398281,F0000016630,"9960103",,新北捷運秀朗橋站-出入口1,新北捷秀朗橋站-出入口1,"202405",新北市中和區成功路與景平路東南隅,
121.524565911558,24.9906151636321,F0000016634,"9960103",,新北捷運秀朗橋站-出入口2,新北捷秀朗橋站-出入口2,"202405",新北市中和區景平路2號,
121.507775730926,24.990685061614,F0000011654,"9960103",,臺北捷運南勢角站-出入口1,北捷南勢角站-出入口1,"202201",新北市中和區捷運路52號、近南山路399巷,
121.516216989087,24.9919535254748,F0000016653,"9960103",,新北捷運景平站-出入口,新北捷景平站-出入口,"202405",新北市中和區景平路121號,
121.516243892627,24.992140621903,F0000016655,"9960103",,新北捷運景平站_Y10,新北捷景平站_Y10,"202405",新北市中和區景平路121號,02-218-12345
121.505717868901,24.9933904526901,F0000012493,"9960103",,新北捷運景安站_Y11,新北捷景安站_Y11,"202405",,
121.505047440253,24.9937409912841,F0000016681,"9960103",,臺北捷運景安站_O02,北捷景安站_O02,"202405",新北市中和區景平路486號,02-218-12345
121.504811982285,24.9938357464324,F0000003174,"9960103",,臺北捷運景安站-出入口,北捷景安站-出入口,"201904",新北市中和區景平路486號、近景平路、景安路口,
121.452347804008,24.998217510579,F0000003175,"9960103",,臺北捷運亞東醫院站-出入口2,北捷亞東醫院站-出入口2,"201904",新北市板橋區南雅南路二段122號,
121.452558437714,24.9984855492823,F0000003238,"9960103",,臺北捷運亞東醫院站_BL05,北捷亞東醫院站_BL05,"201904",新北市板橋區南雅南路二段17號B1,02-218-12345
121.452885829452,24.998750397417,F0000003176,"9960103",,臺北捷運亞東醫院站-出入口3,北捷亞東醫院站-出入口3,"202201",新北市板橋區南雅南路二段、高爾富路口,
121.452539217115,24.9988204276517,F0000003177,"9960103",,臺北捷運亞東醫院站-出入口1,北捷亞東醫院站-出入口1,"201904",新北市板橋區南雅南路二段120號,
121.496054367473,25.0022709750369,F0000016784,"9960103",,新北捷運中和站-出入口,新北捷中和站-出入口,"202405",新北市中和區中山路二段與景平路西南隅,
121.511011888649,25.0022951772035,F0000003178,"9960103",,臺北捷運永安市場站-出入口,北捷永安市場站-出入口,"201904",新北市中和區中和路388號,
121.49605610004,25.0023471759652,F0000016785,"9960103",,新北捷運中和站_Y12,新北捷中和站_Y12,"202405",新北市中和區中山路二段271號,02-218-12345
121.510799993827,25.0024058317105,F0000003259,"9960103",,臺北捷運永安市場站_O03,北捷永安市場站_O03,"201904",新北市中和區中和路388號,02-218-12345
121.490416028032,25.0042919101065,F0000016812,"9960103",,新北捷運橋和站_Y13,新北捷橋和站_Y13,"202405",新北市中和區板南路430號,02-218-12345
121.490341103463,25.004796533514,F0000016816,"9960103",,新北捷運橋和站-出入口,新北捷橋和站-出入口,"202405",新北市中和區板南路430號,
121.484457825877,25.0080829789748,F0000016846,"9960103",,新北捷運中原站_Y14,新北捷中原站_Y14,"202405",新北市中和區板南路510號,02-218-12345
121.459017704058,25.0083946302238,F0000003179,"9960103",,臺北捷運府中站-出入口1,北捷府中站-出入口1,"202201",新北市板橋區縣民大道一段193號、近板橋農會,
121.484156689634,25.0083953319363,F0000016854,"9960103",,新北捷運中原站-出入口,新北捷中原站-出入口,"202405",新北市中和區板南路510號,
121.459153653763,25.0086907322743,F0000003239,"9960103",,臺北捷運府中站_BL06,北捷府中站_BL06,"201904",新北市板橋區縣民大道一段193號B1,02-218-12345
121.45941523293,25.0089610318184,F0000003180,"9960103",,臺北捷運府中站-出入口2,北捷府中站-出入口2,"202201",新北市板橋區縣民大道、府中路口,
121.45896094333,25.0091406688698,F0000003181,"9960103",,臺北捷運府中站-出入口3,北捷府中站-出入口3,"202201",新北市板橋區府中路30號、近板橋區公所,
121.515403236227,25.0127003928635,F0000003182,"9960103",,臺北捷運頂溪站-出入口1,北捷頂溪站-出入口1,"201904",新北市永和區永和路二段168號,
121.4624614657,25.0131987529565,F0000003183,"9960103",,臺北捷運板橋站-出入口2,北捷板橋站-出入口2,"202201",新北市板橋區縣民大道、新府路口、板橋公車站旁,
121.462083567083,25.0133395665246,F0000003240,"9960103",,臺北捷運板橋站_BL07,北捷板橋站_BL07,"201904",新北市板橋區站前路5號B1,02-218-12345
121.461800244456,25.0133710973134,F0000003184,"9960103",,臺北捷運板橋站-出入口1,北捷板橋站-出入口1,"202201",新北市板橋區站前路、新府路口、新板萬坪都會公園旁,
121.51541236527,25.0134253020473,F0000003260,"9960103",,臺北捷運頂溪站_O04,北捷頂溪站_O04,"202201",新北市永和區永和路二段168號B1,02-218-12345
121.515370073969,25.0141978502583,F0000003185,"9960103",,臺北捷運頂溪站-出入口2,北捷頂溪站-出入口2,"201904",新北市永和區永和路二段233號,
121.472288534472,25.0143711589333,F0000016931,"9960103",,新北捷運板新站-出入口,新北捷板新站-出入口,"202405",新北市板橋區板新路109號,
121.462663751245,25.0145391689052,F0000003186,"9960103",,臺北捷運板橋站-出入口3,北捷板橋站-出入口3,"201904",新北市板橋區站前路5號、板橋火車站對面,
121.472420047164,25.0145152279526,F0000016934,"9960103",,新北捷運板新站_Y15,新北捷板新站_Y15,"202405",新北市板橋區板新路109號,02-218-12345
121.464611583483,25.0151768494806,F0000012498,"9960103",,新北捷運板橋站_Y16,新北捷板橋站_Y16,"202405",,
121.410942520681,25.0210263582546,F0000001104,"9960103",,臺北捷運迴龍站-出入口2,北捷迴龍站-出入口2,"201904",新北市新莊區中正路、近中正路929巷,
121.411305149144,25.0218770313043,F0000001118,"9960103",,臺北捷運迴龍站-出入口1,北捷迴龍站-出入口1,"201904",新北市新莊區中正路758號、近樂生療養院,
121.412087812751,25.02204139819,F0000016994,"9960103",,臺北捷運迴龍站_O21,北捷迴龍站_O21,"202201",新北市新莊區中正路758號B1,02-218-12345
121.412462517121,25.0224699571578,F0000001131,"9960103",,臺北捷運迴龍站-出入口3,北捷迴龍站-出入口3,"201904",新北市新莊區中正路、近中正路746巷,
121.468132728622,25.022320816095,F0000003187,"9960103",,臺北捷運新埔站-出入口2,北捷新埔站-出入口2,"201904",新北市板橋區民生路二段251號,
121.468540776172,25.0229962002478,F0000003188,"9960103",,臺北捷運新埔站-出入口3,北捷新埔站-出入口3,"201904",新北市板橋區民生路二段234巷口,
121.467556091197,25.0230936717968,F0000003189,"9960103",,臺北捷運新埔站-出入口1,北捷新埔站-出入口1,"201904",新北市板橋區民生路三段15號、新埔市場旁,
121.468155850156,25.0232729975036,F0000003241,"9960103",,臺北捷運新埔站_BL08,北捷新埔站_BL08,"201904",新北市板橋區民生路三段2號B1,02-218-12345
121.468761358507,25.0235307753935,F0000010329,"9960103",,臺北捷運新埔站-出入口4,北捷新埔站-出入口4,"201904",新北市板橋區文化路一段360號,
121.468175760931,25.0241753263764,F0000003191,"9960103",,臺北捷運新埔站-出入口5,北捷新埔站-出入口5,"201904",新北市板橋區民生路三段6號,
121.466714987055,25.0260203008116,F0000017021,"9960103",,新北捷運新埔民生站_Y17,新北捷新埔民生站_Y17,"202405",新北市板橋區民生路三段70號,02-218-12345
121.466939665531,25.0260510764001,F0000017022,"9960103",,新北捷運新埔民生站-出入口,新北捷新埔民生站-出入口,"202405",新北市板橋區民生路三段70號,
121.422624166252,25.0286726847055,F0000001228,"9960103",,臺北捷運丹鳳站-出入口2,北捷丹鳳站-出入口2,"201904",新北市新莊區中正路、近民安路口,
121.422547701012,25.0289077975222,F0000001231,"9960103",,臺北捷運丹鳳站_O20,北捷丹鳳站_O20,"202201",新北市新莊區中正路624之1號B1,02-218-12345
121.422377078209,25.0290150859487,F0000001233,"9960103",,臺北捷運丹鳳站-出入口1,北捷丹鳳站-出入口1,"201904",新北市新莊區中正路624之1號,
121.472277584742,25.0295398077289,F0000003192,"9960103",,臺北捷運江子翠站-出入口3,北捷江子翠站-出入口3,"201904",新北市板橋區文化路二段296號,
121.472719309409,25.0297467099692,F0000003193,"9960103",,臺北捷運江子翠站-出入口4,北捷江子翠站-出入口4,"201904",新北市板橋區雙十路二段178號、近松柏街,
121.471965546372,25.0298187755883,F0000003194,"9960103",,臺北捷運江子翠站-出入口2,北捷江子翠站-出入口2,"201904",新北市板橋區文化路二段313號,
121.471967414743,25.0302553889593,F0000003195,"9960103",,臺北捷運江子翠站-出入口1,北捷江子翠站-出入口1,"201904",新北市板橋區雙十路三段10巷口、近板橋農村公園,
121.472705368438,25.0304039131671,F0000003242,"9960103",,臺北捷運江子翠站_BL09,北捷江子翠站_BL09,"202201",新北市板橋區文化路二段296號B1,02-218-12345
121.473426891374,25.0309182974784,F0000003196,"9960103",,臺北捷運江子翠站-出入口5,北捷江子翠站-出入口5,"201904",新北市板橋區文化路二段384號、近仁化街口,
121.47307674734,25.0311341648987,F0000003197,"9960103",,臺北捷運江子翠站-出入口6,北捷江子翠站-出入口6,"201904",新北市板橋區文化路二段383巷口、近江翠國小,
121.435258456919,25.0323079210304,F0000007671,"9960103",,臺北捷運輔大站-出入口2,北捷輔大站-出入口2,"201904",新北市新莊區福營路、近建國一路、福營派出所,
121.435269867686,25.0325256471915,F0000011812,"9960103",,臺北捷運輔大站_O19,北捷輔大站_O19,"201904",新北市新莊區中正路510之1號B1,02-218-12345
121.436600407838,25.0326680279536,F0000003198,"9960103",,臺北捷運輔大站-出入口3,北捷輔大站-出入口3,"201904",新北市新莊區中正路、中油加油站對面,
121.435008450813,25.0328376950182,F0000003199,"9960103",,臺北捷運輔大站-出入口1,北捷輔大站-出入口1,"202201",新北市新莊區中正路510之1號、近輔大校門,
121.422704109956,25.0331694331015,F0000001263,"9960103",,桃園機場捷運泰山貴和站_A6,機捷泰山貴和站_A6,"202205",新北市泰山區新北大道六段460號,(03)286-8789
121.4365791811,25.0331997594351,F0000007836,"9960103",,臺北捷運輔大站-出入口4,北捷輔大站-出入口4,"201904",新北市新莊區中正路、中油加油站旁,
121.422405387297,25.0334747669566,F0000008932,"9960103",,桃園機場捷運泰山貴和站-出入口1,機捷泰山貴和站-出入口1,"202205",新北市泰山區新北大道六段460號,
121.452540887116,25.0360161244813,F0000003200,"9960103",,臺北捷運新莊站-出入口2,北捷新莊站-出入口2,"202201",新北市新莊區中正路、近新莊國中校門旁,
121.452494751552,25.0361575104831,F0000003244,"9960103",,臺北捷運新莊站_O18,北捷新莊站_O18,"201904",新北市新莊區中正路138號B1,02-218-12345
121.452465057701,25.0363101948018,F0000003201,"9960103",,臺北捷運新莊站-出入口1,北捷新莊站-出入口1,"201904",新北市新莊區中正路138號、近中華路一段、衛生所旁,
121.460923770147,25.0390595242891,F0000003202,"9960103",,臺北捷運頭前庄站-出入口2,北捷頭前庄站-出入口2,"202201",新北市新莊區中正路81巷口、近大漢橋,
121.460448518778,25.0395301363352,F0000017089,"9960103",,新北捷運頭前庄站_Y18,新北捷頭前庄站_Y18,"202405",新北市新莊區思源路18號B1、思源路20號,02-218-12345
121.460802865865,25.0395701520476,F0000003203,"9960103",,臺北捷運頭前庄站-出入口1,北捷頭前庄站-出入口1,"201904",新北市新莊區思源路20號、近中正路口,
121.460751998041,25.0395811345354,F0000019325,"9960103",,臺北捷運頭前庄站_O17,北捷頭前庄站_O17,"202405",新北市新莊區思源路18號B1、思源路20號,
121.462052089252,25.0397442716543,F0000003204,"9960103",,臺北捷運頭前庄站-出入口3,北捷頭前庄站-出入口3,"201904",新北市新莊區中正路、近中正路61巷,
121.462323721106,25.0403212460257,F0000003205,"9960103",,臺北捷運頭前庄站-出入口4,北捷頭前庄站-出入口4,"201904",新北市新莊區中正路、近中正路56巷,
121.471263538546,25.0460847896733,F0000003206,"9960103",,臺北捷運先嗇宮站-出入口2,北捷先嗇宮站-出入口2,"201904",新北市三重區重新路五段、近中興南街,
121.471744248714,25.0462371574884,F0000003207,"9960103",,臺北捷運先嗇宮站-出入口3,北捷先嗇宮站-出入口3,"202201",新北市三重區重新路五段、近光復路一段路口,
121.471432781598,25.0463294205848,F0000003246,"9960103",,臺北捷運先嗇宮站_O16,北捷先嗇宮站_O16,"201904",新北市三重區重新路五段515號B1,02-218-12345
121.471423244982,25.0465412056102,F0000007555,"9960103",,臺北捷運先嗇宮站-出入口1,北捷先嗇宮站-出入口1,"201904",新北市三重區重新路五段515號、近光復路一段,
121.460310156381,25.0497763034447,F0000017141,"9960103",,新北捷運幸福站-出入口2,新北捷幸福站-出入口2,"202405",新北市新莊區思源路與幸福東路交叉口,
121.459990181699,25.0499996846564,F0000017142,"9960103",,新北捷運幸福站_Y19,新北捷幸福站_Y19,"202405",新北市新莊區思源路292號,02-218-12345
121.460214440825,25.0500926388706,F0000017144,"9960103",,新北捷運幸福站-出入口1,新北捷幸福站-出入口1,"202405",新北市新莊區思源路與思源路296巷交叉口,
121.439749095261,25.0526769811646,F0000009205,"9960103",,桃園機場捷運泰山站--出入口3,機捷泰山站-出入口3,"202205",新北市泰山區新北大道四段431號,
121.439743527753,25.052877666268,F0000009206,"9960103",,桃園機場捷運泰山站-出入口1,機捷泰山站-出入口1,"202205",新北市泰山區新北大道四段431號,
121.440046996669,25.0529709671951,F0000009207,"9960103",,桃園機場捷運泰山站-出入口2,機捷泰山站-出入口2,"202205",新北市泰山區新北大道四段431號,
121.439492232855,25.0531908471077,F0000003208,"9960103",,桃園機場捷運泰山站_A5,機捷泰山站_A5,"202205",新北市泰山區新北大道四段431號,(03)286-8789
121.482809435673,25.0546948074289,F0000008677,"9960103",,桃園機場捷運三重站_A2,機捷三重站_A2,"202205",新北市三重區捷運路36號,(03)286-8789
121.482625838086,25.0549085307126,F0000008927,"9960103",,桃園機場捷運三重站-出入口1A,機捷三重站-出入口A,"202205",新北市三重區大臺北都會公園近站體旁跨堤路橋中端,
121.483082555417,25.0552361926957,F0000008926,"9960103",,桃園機場捷運三重站-出入口1,機捷三重站-出入口1,"202205",新北市三重區捷運路36號,
121.48317963275,25.0552585013503,F0000003210,"9960103",,臺北捷運三重站-出入口1,北捷三重站-出入口1,"201904",新北市三重區捷運路36號、近疏洪東路一段及桃園機場捷運三重站,
121.48451606191,25.0555178044363,F0000003211,"9960103",,臺北捷運三重站-出入口2,北捷三重站-出入口2,"202201",新北市三重區捷運路、近捷運路22巷口,
121.484015159952,25.0557260820138,F0000003247,"9960103",,臺北捷運三重站_O15,北捷三重站_O15,"201904",新北市三重區捷運路36號B1,02-218-12345
121.484936480778,25.0560945019537,F0000003212,"9960103",,臺北捷運三重站-出入口3,北捷三重站-出入口3,"201904",新北市三重區捷運路、近捷運路19巷口,
121.446674945877,25.0589838569077,F0000008931,"9960103",,桃園機場捷運新莊副都心站-出入口2,機捷新莊副都心站-出入口2,"202205",新北市新莊區新北大道四段近中信街交叉口西南面,
121.445876354647,25.0592663907272,F0000003213,"9960103",,桃園機場捷運新莊副都心站_A4,機捷新莊副都心站_A4,"202205",新北市新莊區新北大道四段188號,(03)286-8789
121.491050390827,25.0592755693249,F0000003214,"9960103",,臺北捷運菜寮站-出入口2,北捷菜寮站-出入口2,"202201",新北市三重區重新路三段150號、近光明路,
121.446226271881,25.0594699352828,F0000008930,"9960103",,桃園機場捷運新莊副都心站-出入口1,機捷新莊副都心站-出入口1,"202205",新北市新莊區新北大道四段188號,
121.490725268103,25.0596764803745,F0000003215,"9960103",,臺北捷運菜寮站-出入口1,北捷菜寮站-出入口1,"202201",新北市三重區重新路三段115巷旁、近三重簡易庭,
121.491515390719,25.0598635656723,F0000003248,"9960103",,臺北捷運菜寮站_O14,北捷菜寮站_O14,"201904",新北市三重區重新路三段150號B1,02-218-12345
121.492017873136,25.0604696098338,F0000003216,"9960103",,臺北捷運菜寮站-出入口3,北捷菜寮站-出入口3,"202201",新北市三重區重新路三段150號、近新北大道一段,
121.459838378118,25.0609161359295,F0000017240,"9960103",,新北捷運新北產業園區站_Y20,新北捷新北產業園區站_Y20,"202405",新北市新莊區五工路35號,02-218-12345
121.459485873724,25.0614796428956,F0000017252,"9960103",,桃園機場捷運新北產業園區站-出入口2,機捷新北產業園區站-出入口2,"202205",新北市新莊區3F連通層東南角(往捷運環狀線),
121.459472574282,25.0615226849854,F0000008928,"9960103",,桃園機場捷運新北產業園區站-出入口1,機捷新北產業園區站-出入口1,"202205",新北市新莊區五工路37號,
121.458919068247,25.0616924460466,F0000008679,"9960103",,桃園機場捷運新北產業園區站_A3,機捷新北產業園區站_A3,"202205",新北市新莊區五工路37號,(03)286-8789
121.500273207824,25.0628990578916,F0000003218,"9960103",,臺北捷運台北橋站-出入口,北捷台北橋站-出入口,"202201",新北市三重區重新路一段108號,
121.500206083887,25.0630669987412,F0000003249,"9960103",,臺北捷運台北橋站_O13,北捷台北橋站_O13,"202201",新北市三重區重新路一段108號B1,02-218-12345
121.361486413965,25.0657945212419,F0000012470,"9960103",,桃園機場捷運林口站_A9,機捷林口站_A9,"202205",新北市林口區八德路290號,(03)286-8789
121.361449590382,25.0659734231543,F0000008933,"9960103",,桃園機場捷運林口站-出入口1,機捷林口站-出入口1,"202205",新北市林口區文化三路與八德路交叉口西北面,
121.361393061063,25.066094737077,F0000008934,"9960103",,桃園機場捷運林口站-出入口2,機捷林口站-出入口2,"202205",新北市林口區文化三路與八德路交叉口西北面,
121.496616208613,25.0704971621197,F0000003253,"9960103",,臺北捷運三重國小站_O50,北捷三重國小站_O50,"202201",新北市三重區三和路三段5號B1,02-218-12345
121.496785156056,25.0706574320685,F0000003219,"9960103",,臺北捷運三重國小站-出入口,北捷三重國小站-出入口,"202201",新北市三重區三和路三段、仁愛街口，近三重國小,
121.486309433612,25.0766260334032,F0000003220,"9960103",,臺北捷運三和國中站-出入口1,北捷三和國中站-出入口1,"201904",新北市三重區三和路四段218巷口，近三和國中正門,
121.486481745015,25.0767883804446,F0000008490,"9960103",,臺北捷運三和國中站_O51,北捷三和國中站_O51,"202201",新北市三重區三和路四段107號B1,02-218-12345
121.486607259686,25.0770237824413,F0000003221,"9960103",,臺北捷運三和國中站-出入口2,北捷三和國中站-出入口2,"201904",新北市三重區三和路四段107號,
121.479842248479,25.0803387728237,F0000003222,"9960103",,臺北捷運徐匯中學站-出入口1,北捷徐匯中學站-出入口1,"201904",新北市蘆洲區中山一路3號，近徐匯中學,
121.480194385309,25.0803625243188,F0000003252,"9960103",,臺北捷運徐匯中學站_O52,北捷徐匯中學站_O52,"202001",新北市蘆洲區中山一路3號B1,02-218-12345
121.48054149395,25.0804491537792,F0000003223,"9960103",,臺北捷運徐匯中學站-出入口2,北捷徐匯中學站-出入口2,"201904",新北市蘆洲區三和路四段、永安北路口,
121.473146740417,25.085639513185,F0000003251,"9960103",,臺北捷運三民高中站_O53,北捷三民高中站_O53,"201904",新北市蘆洲區三民路105號B1,02-218-12345
121.472639530555,25.0856592850306,F0000003224,"9960103",,臺北捷運三民高中站-出入口1,北捷三民高中站-出入口1,"202201",新北市蘆洲區三民路、復興路口，近三民停車場,
121.473614440882,25.0856728605409,F0000003225,"9960103",,臺北捷運三民高中站-出入口2,北捷三民高中站-出入口2,"201904",新北市蘆洲區三民路、復興路口，近三民高中,
121.464764071457,25.0913211420281,F0000003226,"9960103",,臺北捷運蘆洲站-出入口1,北捷蘆洲站-出入口1,"201904",新北市蘆洲區三民路386號，近中正路口,
121.464624440859,25.0915412054662,F0000017495,"9960103",,臺北捷運蘆洲站_O54,北捷蘆洲站_O54,"202201",新北市蘆洲區三民路386號B1,02-218-12345
121.464894568429,25.0916829307213,F0000003227,"9960103",,臺北捷運蘆洲站-出入口2,北捷蘆洲站-出入口2,"201904",新北市蘆洲區捷運廣場,
121.464243869271,25.0918638596304,F0000003228,"9960103",,臺北捷運蘆洲站-出入口3,北捷蘆洲站-出入口3,"202201",新北市蘆洲區三民路、中正路口，近中正路側,
121.459475123267,25.1364441548556,F0000003229,"9960103",,臺北捷運竹圍站-出入口2,北捷竹圍站-出入口2,"202201",新北市淡水區民權一街16號,
121.459504077794,25.1367714214246,F0000003256,"9960103",,臺北捷運竹圍站_R26,北捷竹圍站_R26,"202201",新北市淡水區民權路50號,02-218-12345
121.459720968316,25.1369861935437,F0000003230,"9960103",,臺北捷運竹圍站-出入口1,北捷竹圍站-出入口1,"202201",新北市淡水區民權路與民族路交叉口、近馬偕醫院,
121.458721955424,25.153321618943,F0000011885,"9960103",,臺北捷運紅樹林站-出入口2,北捷紅樹林站-出入口2,"201904",新北市淡水區自行車步道紅樹林段、近紅樹林教育館,
121.458821990691,25.1543830661654,F0000003255,"9960103",,臺北捷運紅樹林站_R27,北捷紅樹林站_R27,"201904",新北市淡水區中正東路二段68號,02-218-12345
121.459007104279,25.1544740907186,F0000003232,"9960103",,臺北捷運紅樹林站-出入口1,北捷紅樹林站-出入口1,"202201",新北市淡水區中正東路二段68號、近淡海輕軌紅樹林站,
